index,lat,lon,use_type,use_code,year_built,gross_area,story_height,number_of_stories,Address,fire,Fire,Fire_final
607,38.01813629999999,-78.48747030000001,R,Apartments 1-10 units,1920.0,,,,507 ROUGEMONT AVE,0,1.0,1.0
608,38.01813629999999,-78.48747030000001,R,Apartments 1-10 units,1920.0,,,,507 ROUGEMONT AVE,0,1.0,1.0
609,38.01774210000001,-78.4866823,R,Apartments 11-20 Units,1987.0,5008.0,12.0,2.5,517 ROUGEMONT AVE,0,0.0,0.0
610,38.021495,-78.51653999999998,R,Apartments 1-10 units,1961.0,,,,2421 JEFFERSON PARK AVE,0,0.0,0.0
611,38.0220263,-78.51530199999998,R,Office Building,,21681.0,18.0,2.0,2419 JEFFERSON PARK AVE,0,0.0,0.0
612,38.0268758,-78.4549682,R,Office Building,1903.0,4600.0,8.0,2.5,400 RIVERSIDE AVE,0,0.0,0.0
613,,,R,Office Building,1903.0,2280.0,8.0,2.0,435 RIVERSIDE AVE,0,0.0,0.0
614,38.02634949999999,-78.47860209999999,R,Office Building,1905.0,11700.0,12.0,2.0,621 HINTON AVE,0,0.0,0.0
615,38.025218200000005,-78.454402,R,Office Building,1905.0,2031.0,12.0,1.0,328 RIVERSIDE AVE,0,0.0,0.0
616,38.0191709,-78.49133259999998,R,Apartments 1-10 units,1920.0,,,,133 BAYLOR LN,0,0.0,0.0
617,38.019351,-78.48668099999998,R,FraternitySorority House,2010.0,6627.0,8.0,2.0,1509 ROSA TER,0,0.0,0.0
618,38.0335054,-78.4679348,R,Office Building,1895.0,8025.0,8.0,2.5,701 ST CLAIR AVE,0,0.0,0.0
619,,,R,Office Building,1935.0,2856.0,10.0,2.0,615 MALCOLM CRES,0,0.0,0.0
620,38.03483629999999,-78.47065140000001,R,Office Building,1935.0,1156.0,10.0,1.0,703 ST CHARLES AVE,0,0.0,0.0
621,38.0343304,-78.4709098,R,Parking Structure,1986.0,95885.0,12.0,5.0,609 ST CHARLES AVE,0,0.0,0.0
622,38.034225899999996,-78.4929434,R,Parking Structure,1986.0,13584.0,12.0,1.0,832 HARDY DR,0,0.0,0.0
623,38.0173631,-78.49492839999998,R,Restaurant,1972.0,7870.0,12.0,2.0,170 BROOKWOOD DR,0,0.0,0.0
624,38.017377200000006,-78.47690379999999,R,Restaurant,1920.0,965.0,12.0,1.0,1009 DRUID AVE,0,0.0,0.0
625,38.0361143,-78.4773922,R,Restaurant,1960.0,1685.0,12.0,1.0,611 WINE CELLAR CIR,0,0.0,0.0
626,38.028088399999994,-78.45732190000001,R,Restaurant,1955.0,5192.0,12.0,2.0,119 RIVERBLUFF CIR,0,0.0,0.0
627,38.03734179999999,-78.5011652,R,Restaurant,1955.0,320.0,12.0,1.0,127 CHANCELLOR ST,0,1.0,1.0
628,38.037307399999996,-78.50061029999998,R,Mixed Retail w/Res Units,1965.0,6615.0,12.0,1.0,136 CHANCELLOR ST,0,0.0,0.0
629,38.0366424,-78.5015203,I,Apartments over 20 units,1920.0,3613.0,12.0,2.5,121 CHANCELLOR ST,0,0.0,0.0
630,38.0358898,-78.49885689999998,R,Office Building,1824.0,224.0,10.0,2.0,225 14TH ST,0,0.0,0.0
631,38.02901019999999,-78.4863061,I,Hospital,1989.0,861960.0,12.0,11.0,207 RIDGE ST,0,1.0,1.0
632,38.02901019999999,-78.4863061,I,Hospital,1989.0,861960.0,12.0,11.0,207 RIDGE ST,0,1.0,1.0
633,38.02901019999999,-78.4863061,I,Hospital,1989.0,861960.0,12.0,11.0,207 RIDGE ST,0,1.0,1.0
634,38.02901019999999,-78.4863061,I,Hospital,1989.0,861960.0,12.0,11.0,207 RIDGE ST,0,1.0,1.0
635,38.02901019999999,-78.4863061,I,Hospital,1989.0,861960.0,12.0,11.0,207 RIDGE ST,0,1.0,1.0
636,38.02901019999999,-78.4863061,I,Hospital,1989.0,861960.0,12.0,11.0,207 RIDGE ST,0,1.0,1.0
637,38.02901019999999,-78.4863061,I,Hospital,1989.0,861960.0,12.0,11.0,207 RIDGE ST,0,1.0,1.0
638,38.02901019999999,-78.4863061,I,Hospital,1989.0,861960.0,12.0,11.0,207 RIDGE ST,0,1.0,1.0
639,,,R,Office Building,2003.0,23736.0,12.0,3.0,622 FARISH ST,0,0.0,0.0
640,38.0199145,-78.47037689999998,R,Apartments 1-10 units,1894.0,7520.0,8.0,2.5,1308 HAMPTON ST,0,0.0,0.0
641,38.0199508,-78.46672480000001,R,Office Building,2008.0,31300.0,12.0,5.0,1418 MIDLAND ST,0,0.0,0.0
642,,,R,Apartments over 20 units,2001.0,20282.0,8.0,5.0,1312 HAMPTON ST,0,0.0,0.0
643,,,R,Medical Office,1970.0,63180.0,12.0,6.0,604 13TH ST,0,0.0,0.0
644,,,R,Office Building,1912.0,2150.0,10.0,2.0,805 FOREST ST,0,0.0,0.0
645,,,R,Office Building,1912.0,459.0,10.0,1.0,332 RIVERSIDE AVE,0,0.0,0.0
646,,,R,Church,2012.0,7680.0,10.0,2.0,808 WEST ST,0,0.0,0.0
647,38.0354289,-78.4902672,R,Church,2012.0,3975.0,10.0,1.0,815 ANDERSON ST,0,0.0,0.0
648,,,R,Church,1966.0,10500.0,12.0,1.0,717 ANDERSON ST,0,0.0,0.0
649,,,R,Church,1966.0,6596.0,12.0,2.0,1003 PAGE ST,0,0.0,0.0
650,,,R,Church,1966.0,30678.0,10.0,2.0,1020 PAGE ST,0,0.0,0.0
651,38.0348151,-78.49892349999998,R,Apartments 1-10 units,1935.0,6861.0,8.0,3.0,200 14TH ST,0,0.0,0.0
652,,,R,Apartments over 20 units,1961.0,8242.0,12.0,3.0,1019 HOLMES AVE,0,0.0,0.0
654,,,R,Apartments over 20 units,1961.0,8242.0,12.0,3.0,1007 COTTONWOOD RD,0,0.0,0.0
655,38.0435264,-78.4669579,R,Apartments over 20 units,1961.0,8242.0,12.0,3.0,1005 COTTONWOOD RD,1,0.0,1.0
656,,,R,Apartments over 20 units,1961.0,8242.0,12.0,3.0,610 NORTH AVE,0,0.0,0.0
657,38.0432421,-78.4665583,R,Apartments 1-10 units,2007.0,10428.0,10.0,1.0,1002 COTTONWOOD RD,0,0.0,0.0
658,,,R,Apartments 1-10 units,2007.0,2900.0,10.0,1.0,616 NORTH AVE,0,0.0,0.0
659,,,R,Apartments 1-10 units,1972.0,8804.0,8.0,4.0,1134 ST CLAIR AVE,0,0.0,0.0
660,38.0429586,-78.46287269999998,R,Apartments 1-10 units,1970.0,2919.0,8.0,3.0,1021 ST CHARLES AVE,0,0.0,0.0
661,,,R,Apartments 1-10 units,1967.0,,,,1022 ST CHARLES AVE,0,0.0,0.0
662,38.042267100000004,-78.46371640000001,R,Apartments 1-10 units,1958.0,2838.0,8.0,2.0,1011 ST CHARLES AVE,0,0.0,0.0
663,38.0417256,-78.46442689999998,R,Apartments 1-10 units,1952.0,,,,1003 ST CHARLES AVE,0,0.0,0.0
664,,,R,Apartments over 20 units,1958.0,5716.0,8.0,3.0,1319 MARKET ST,0,0.0,0.0
665,38.0258802,-78.4656147,R,Apartments over 20 units,1971.0,38464.0,8.0,4.0,1321 MARKET ST,0,0.0,0.0
666,,,R,Apartments 1-10 units,1984.0,13113.0,8.0,3.0,1341 MARKET ST,0,0.0,0.0
667,,,R,Apartments 1-10 units,1952.0,3268.0,8.0,2.0,107 WATER ST,0,0.0,0.0
668,,,R,Restaurant,1925.0,3720.0,12.0,1.0,184 BROOKWOOD DR,0,0.0,0.0
669,,,R,Restaurant,1925.0,738.0,12.0,1.0,703 LOCUST AVE,0,0.0,0.0
670,38.034329,-78.46842319999998,R,Restaurant,1925.0,3720.0,12.0,1.0,709 GROVE AVE,0,0.0,0.0
671,38.0343629,-78.4691781,R,Restaurant,1925.0,738.0,12.0,1.0,708 LOCUST AVE,0,0.0,0.0
672,38.03424329999999,-78.46384959999999,R,Restaurant,1920.0,1344.0,12.0,1.0,809 MOORE AVE,0,0.0,0.0
673,38.034073,-78.49109399999998,R,Apartments 1-10 units,1992.0,6714.0,8.0,3.0,810 PAGE ST,0,0.0,0.0
674,38.03410179999999,-78.46860079999998,R,Apartments 1-10 units,1992.0,2304.0,8.0,4.0,705 GROVE AVE,0,0.0,0.0
675,38.0356594,-78.4942875,R,Apartments 1-10 units,1992.0,2266.0,8.0,2.0,302 10 1/2 ST,0,0.0,0.0
676,,,R,Apartments 1-10 units,1990.0,7581.0,8.0,3.0,400 ALTAMONT CIR,0,0.0,0.0
677,38.0243746,-78.52049459999998,R,Restaurant,1920.0,2787.0,12.0,1.0,123 SUMMIT ST,0,0.0,0.0
678,38.018989000000005,-78.470291,R,Apartments 11-20 Units,1992.0,11662.0,8.0,3.0,106 GREENWICH CT,0,0.0,0.0
679,38.031801,-78.47995499999998,I,Apartments 11-20 Units,1992.0,11662.0,8.0,3.0,210 2ND ST,0,0.0,0.0
680,38.0266189,-78.466112,R,Apartments 1-10 units,1992.0,3030.0,8.0,2.0,209 16TH ST,0,0.0,0.0
681,38.026261700000006,-78.4631835,R,Apartments 1-10 units,1992.0,13.0,8.0,1.0,1343 CHESAPEAKE ST,0,0.0,0.0
682,38.0263485,-78.4644713,R,Office Building,2009.0,7522.0,10.0,2.0,1328 CHESAPEAKE ST,0,0.0,0.0
683,38.026133,-78.4622954,R,Office Building,2009.0,5128.0,20.0,1.0,1405 CHESAPEAKE ST,0,0.0,0.0
684,38.0317366,-78.4797454,,Office Building,2009.0,12486.0,10.0,2.0,206 JEFFERSON ST,0,0.0,0.0
685,,,,Apartments over 20 units,1963.0,11508.0,8.0,2.0,1126 MARKET ST,0,0.0,0.0
686,38.0273865,-78.4704213,R,Apartments 11-20 Units,1963.0,12990.0,8.0,3.0,1128 MARKET ST,0,0.0,0.0
687,38.0164166,-78.49319709999999,R,Apartments 11-20 Units,1964.0,12990.0,8.0,3.0,936 RAYMOND RD,0,0.0,0.0
688,38.0481841,-78.4905335,R,Apartments 11-20 Units,1963.0,8660.0,8.0,2.0,1644 OXFORD RD,0,0.0,0.0
689,38.0412633,-78.49976690000001,R,Apartments 1-10 units,1957.0,5460.0,8.0,2.0,1707 GRADY AVE,0,0.0,0.0
690,38.040920899999996,-78.51172340000001,R,Apartments 11-20 Units,1900.0,3753.0,8.0,1.0,123 BOLLINGWOOD RD,0,0.0,0.0
691,38.020897700000006,-78.47206419999998,R,Apartments 11-20 Units,1900.0,7701.0,8.0,3.0,1125 LEONARD ST,0,0.0,0.0
692,38.03054470000001,-78.4753277,C,Storage Warehouse,1947.0,10362.0,12.0,2.0,808 JEFFERSON ST,0,0.0,0.0
693,38.027352,-78.4741954,C,Mixed Retail w/Res Units,1920.0,7260.0,12.0,2.0,110 GOODMAN ST,0,0.0,0.0
694,38.0204933,-78.4679792,R,Dormitory,1992.0,44380.0,10.0,4.0,1400 MIDLAND ST,0,0.0,0.0
695,38.0251472,-78.5085667,R,Dormitory,1992.0,26175.0,10.0,1.0,110 STRATFORD CT,0,0.0,0.0
696,38.02508419999999,-78.50451650000001,R,Market,1989.0,3539.0,19.0,1.0,1511 BROAD AVE,0,0.0,0.0
697,38.024952,-78.510069,R,Fire Station (staff),0.0,25906.0,12.0,3.0,2224 CENTER AVE,0,0.0,0.0
698,,,R,Church,1963.0,2818.0,12.0,1.0,520 8TH ST,0,0.0,0.0
699,,,R,Church,1963.0,4580.0,12.0,2.0,1951 LEWIS MOUNTAIN RD,0,0.0,0.0
700,38.022982299999995,-78.4576771,R,Motel,2002.0,39000.0,10.0,3.0,313 STEEPHILL ST,0,0.0,0.0
701,38.033176899999994,-78.46420479999998,R,Commercial,1997.0,6000.0,10.0,1.0,1412 HAZEL ST,0,0.0,0.0
702,,,,Motel,2001.0,14959.0,10.0,2.0,1429 HAZEL ST,0,0.0,0.0
704,,,,Office Building,1986.0,23750.0,14.0,1.0,1213 MAIN ST,0,0.0,0.0
705,,,R,Bank,1988.0,2160.0,12.0,1.0,728 NALLE ST,0,0.0,0.0
706,,,I,Office Building,1992.0,4032.0,12.0,1.0,315 7TH ST,0,0.0,0.0
707,,,R,Commercial,1999.0,7029.0,10.0,2.5,519 7 1/2 ST,0,0.0,0.0
708,,,R,Commercial,1999.0,917.0,10.0,2.0,1642 BRANDYWINE DR,0,0.0,0.0
709,38.0621659,-78.4805445,R,"Motel Rm 2 Sty, Double Row",1999.0,14059.0,10.0,2.0,1716 ESSEX RD,0,0.0,0.0
710,,,R,Group Care Home,1994.0,3286.0,12.0,1.0,530 1ST ST,0,0.0,0.0
711,38.0237761,-78.47228620000001,R,Armory,1958.0,4316.0,12.0,1.0,1030 CARLTON AVE,0,0.0,0.0
712,,,R,Apartments 11-20 Units,0.0,,,,900 BELMONT AVE,0,0.0,0.0
713,,,R,Apartments 1-10 units,1981.0,2208.0,8.0,2.0,515 HANOVER ST,0,0.0,0.0
715,,,R,Apartments 1-10 units,1981.0,2208.0,8.0,2.0,816 PROSPECT AVE,0,0.0,0.0
716,,,R,Apartments 1-10 units,1981.0,691.0,8.0,1.0,716 STONEHENGE AVE,0,0.0,0.0
717,,,R,Apartments 1-10 units,1991.0,2200.0,8.0,2.0,209 HUNTLEY AVE,0,0.0,0.0
718,38.024418299999994,-78.48826940000001,R,Apartments 1-10 units,1991.0,600.0,8.0,1.0,107 BURNET ST,0,0.0,0.0
719,,,R,Elementary Sch (Entire),1965.0,23730.0,12.0,1.0,800 MERIDIAN ST,0,0.0,0.0
720,38.0319259,-78.47963100000001,,Elementary Sch (Entire),1965.0,28516.0,12.0,1.0,255 JEFFERSON ST,0,0.0,0.0
721,38.03979169999999,-78.51627839999998,R,Church,1990.0,3746.0,12.0,1.0,317 KENT RD,0,0.0,0.0
722,,,R,Church,1990.0,3450.0,12.0,1.0,1943 LEWIS MOUNTAIN RD,0,0.0,0.0
723,,,R,Apartments 1-10 units,1973.0,1952.0,8.0,2.0,1011 BIRDWOOD RD,0,0.0,0.0
724,,,R,Apartments 1-10 units,,,,,132 WESTWOOD CIR,0,0.0,0.0
725,38.043172799999994,-78.4815213,R,Apartments 1-10 units,1925.0,1524.0,8.0,2.0,103 WESTWOOD CIR,0,0.0,0.0
726,,,R,Apartments 1-10 units,1925.0,438.0,8.0,1.0,117 WESTWOOD CIR,0,0.0,0.0
727,,,R,Storage Warehouse,1940.0,4292.0,14.0,1.0,1403 BAKER ST,0,0.0,0.0
728,38.0311605,-78.4755718,,Storage Warehouse,1940.0,4588.0,14.0,1.0,707 JEFFERSON ST,0,0.0,0.0
729,38.0579964,-78.4689116,R,Apartments over 20 units,1980.0,64430.0,10.0,2.0,1282 KENWOOD LN,0,0.0,0.0
730,,,R,Service Repair Garage,1964.0,4098.0,12.0,1.0,1407 LEHIGH CIR,0,0.0,0.0
731,38.057354600000004,-78.4698441,R,Office Building,1966.0,1440.0,12.0,1.0,1291 KENWOOD LN,0,0.0,0.0
732,38.05694310000001,-78.47104300000001,R,Commercial,1925.0,2042.0,8.0,2.0,1306 LESTER DR,0,0.0,0.0
733,,,R,Commercial,1925.0,984.0,10.0,1.0,1307 CARTER LN,0,0.0,0.0
734,38.0565215,-78.4725526,R,Apartments over 20 units,1980.0,6588.0,10.0,2.0,1708 GALLOWAY DR,0,0.0,0.0
735,38.030578000000006,-78.47339620000001,,Apartments over 20 units,1980.0,6588.0,10.0,2.0,913 JEFFERSON ST,0,0.0,0.0
736,38.0320561,-78.46895599999998,R,Apartments over 20 units,1980.0,6588.0,10.0,2.0,1115 HIGH ST,0,0.0,0.0
737,38.02644230000001,-78.4736626,R,Apartments over 20 units,1980.0,6588.0,10.0,2.0,208 DOUGLAS AVE,0,0.0,0.0
738,38.022327600000004,-78.4786798,R,Commercial,2003.0,8687.0,20.0,1.0,719 BLENHEIM AVE,0,0.0,0.0
739,38.0224208,-78.48209840000001,R,Multiple Commercial Use,2000.0,9784.0,10.0,1.0,604 MONTROSE AVE,0,0.0,0.0
740,38.0221204,-78.47823580000001,R,Skating Rink,1995.0,20211.0,37.0,1.0,811 BLENHEIM AVE,0,0.0,0.0
741,,,R,Mixed Retail w/Res Units,2000.0,64000.0,14.0,5.0,1404 VINE ST,0,0.0,0.0
742,,,R,Retail Store,1950.0,2698.0,10.0,2.0,406 11TH ST,0,0.0,0.0
743,38.0310732,-78.471598,,Mixed Retail w/Res Units,1920.0,2261.0,10.0,1.0,400 10TH ST,0,0.0,0.0
744,38.0306393,-78.46824559999999,R,Mixed Retail w/Res Units,1920.0,1654.0,10.0,2.0,1140 MERIWETHER ST,0,0.0,0.0
745,38.062070500000004,-78.4762822,R,"Theaters, Cinema",1920.0,6397.0,12.0,1.0,1819 MEADOWBROOK HEIGHTS RD,0,0.0,0.0
746,38.0283585,-78.4909775,R,"Theaters, Cinema",1920.0,5948.0,12.0,2.0,332 6 1/2 ST,0,0.0,0.0
747,38.0283585,-78.49098719999998,R,Office Building,1920.0,3749.0,12.0,3.5,330 6 1/2 ST,0,0.0,0.0
748,,,R,Office Building,1920.0,959.0,12.0,1.0,1618 MARKET ST,0,0.0,0.0
749,38.06412479999999,-78.48014490000001,R,Multiple Commercial Use,1920.0,3336.0,12.0,3.0,1655 BRANDYWINE DR,0,0.0,0.0
750,38.063675,-78.4805445,R,Multiple Commercial Use,1920.0,1826.0,12.0,1.0,1651 BRANDYWINE DR,0,0.0,0.0
751,38.0621285,-78.49377489999998,R,Hotel,1967.0,2703.0,12.0,1.0,1911 SWANSON DR,0,0.0,0.0
752,,,R,Hotel,1967.0,2703.0,12.0,1.0,134 BRANDYWINE CT,0,0.0,0.0
753,38.038084600000005,-78.475039,R,Retail Store,1920.0,6634.0,12.0,2.0,721 PARK ST,0,0.0,0.0
754,38.0381847,-78.47425729999998,R,Retail Store,1920.0,369.0,12.0,1.0,716 PARK ST,0,0.0,0.0
755,,,R,Office,1983.0,1249.0,12.0,1.0,710 PARK ST,0,1.0,1.0
756,38.0244375,-78.506647,R,Bank,1983.0,929.0,12.0,1.0,256 SHAMROCK RD,0,0.0,0.0
757,,,R,Office Building,1983.0,2240.0,12.0,1.0,1605 MULBERRY AVE,0,0.0,0.0
758,,,R,Bank,1920.0,2267.0,12.0,1.0,1500 BROAD AVE,0,0.0,0.0
759,38.0239778,-78.50322919999998,R,Commercial,0.0,2669.0,12.0,1.0,1504 CHERRY AVE,0,0.0,0.0
760,,,R,Bank,1916.0,10422.0,12.0,2.0,610 BAILEY RD,0,0.0,0.0
761,38.045269,-78.4647821,R,Bank,1957.0,22414.0,12.0,2.0,1019 GLENDALE RD,0,0.0,0.0
762,38.0452281,-78.4693113,R,Office Building,1916.0,17895.0,12.0,3.0,1208 CUTLER LN,0,0.0,0.0
763,,,R,Office Building,1916.0,1563.0,12.0,1.0,620 WILDER DR,0,0.0,0.0
764,38.0448961,-78.4696665,R,Retail Store,1908.0,27040.0,12.0,4.0,1204 CUTLER LN,0,0.0,0.0
765,38.0447158,-78.467846,R,Office Building,1910.0,1380.0,12.0,3.0,1002 FERN CT,0,0.0,0.0
766,38.0208226,-78.4799673,R,Office Building,1910.0,14576.0,12.0,2.0,717 ELLIOTT AVE,0,0.0,0.0
767,,,R,Retail Store,1910.0,2131.0,20.0,1.0,606 ALTAVISTA AVE,0,0.0,0.0
768,,,R,Retail Store,1910.0,660.0,12.0,2.0,1631 CHERRY AVE,0,0.0,0.0
769,38.0222068,-78.5026522,R,Retail Store,1910.0,2116.0,12.0,1.0,1523 TRAILRIDGE RD,0,0.0,0.0
770,38.013538399999995,-78.5149026,R,Retail Store,1910.0,1000.0,12.0,1.0,243 MONTE VISTA AVE,0,0.0,0.0
771,,,R,Office Building,1954.0,8240.0,12.0,2.0,235 MONTE VISTA AVE,0,1.0,1.0
772,,,R,Office Building,1954.0,8240.0,12.0,2.0,235 MONTE VISTA AVE,0,1.0,1.0
773,,,R,Retail Store,1915.0,4416.0,12.0,2.0,506 GROVE AVE,0,0.0,0.0
774,,,C,Office Building,1920.0,3686.0,12.0,2.0,230 MAIN ST,0,0.0,0.0
775,,,R,Office Building,1920.0,6098.0,12.0,2.0,485 14TH ST,0,0.0,0.0
776,38.0483107,-78.48644920000001,R,Retail Store,1920.0,1392.0,12.0,3.0,1208 WELLFORD ST,0,0.0,0.0
777,38.0333674,-78.48014490000001,R,Retail Store,1920.0,2800.0,12.0,2.0,408 1ST ST,0,0.0,0.0
778,,,R,Retail Store,1920.0,1189.0,12.0,1.0,409 1ST ST,0,0.0,0.0
779,,,R,Retail Store,1946.0,10920.0,10.0,3.0,1218 SHERWOOD RD,0,0.0,0.0
780,38.021110799999995,-78.47916819999998,R,Retail Store,1968.0,12240.0,12.0,3.0,800 MONTROSE AVE,0,0.0,0.0
781,38.0209309,-78.4744618,R,Retail Store,0.0,5670.0,12.0,3.0,1012 BOLLING AVE,0,0.0,0.0
782,,,R,Retail Store,0.0,12772.0,12.0,2.0,821 MONTROSE AVE,0,0.0,0.0
783,,,R,Restaurant,1920.0,2454.0,12.0,1.0,812 MONTROSE AVE,0,0.0,0.0
784,38.0176395,-78.4741269,R,Restaurant,1920.0,2464.0,12.0,1.0,1114 ELLIOTT AVE,0,0.0,0.0
785,,,R,Office Building,1966.0,10552.0,12.0,2.0,105 AZALEA DR,0,0.0,0.0
786,,,R,Office Building,1966.0,11649.0,12.0,3.0,106 HARRIS RD,0,0.0,0.0
787,,,R,Apartments over 20 units,1924.0,31944.0,12.0,4.0,116 WASHINGTON AVE,0,0.0,0.0
788,38.0276507,-78.5148138,R,Office,1904.0,2315.0,8.0,1.0,125 OBSERVATORY AVE,0,0.0,0.0
789,38.049071399999995,-78.4949728,R,Office,1904.0,1467.0,8.0,1.0,1101 HILLTOP RD,0,0.0,0.0
790,38.04885720000001,-78.48702639999998,R,Office,1904.0,1992.0,8.0,1.0,1604 CAMBRIDGE CIR,0,0.0,0.0
791,38.0488954,-78.4878255,R,Office,1904.0,390.0,8.0,1.0,1613 CAMBRIDGE CIR,0,0.0,0.0
792,38.0185209,-78.5037619,R,Office,1904.0,1677.0,8.0,1.0,1613 DUBLIN RD,0,1.0,1.0
793,38.0185209,-78.5037619,R,Office,1904.0,1677.0,8.0,1.0,1613 DUBLIN RD,0,1.0,1.0
794,38.019126899999996,-78.4785022,R,Office,1904.0,1763.0,8.0,1.0,901 ALTAVISTA AVE,0,0.0,0.0
795,38.01908299999999,-78.473754,R,Office,1904.0,1629.0,8.0,1.0,1107 MONTROSE AVE,0,0.0,0.0
796,38.0191375,-78.47943459999998,R,Office,1904.0,1776.0,8.0,1.0,812 ALTAVISTA AVE,0,0.0,0.0
797,,,R,Office,1904.0,8861.0,8.0,1.0,1108 PAGE ST,0,0.0,0.0
798,38.0358088,-78.49328589999998,R,Office,1904.0,1102.0,8.0,1.0,315 10TH ST,0,0.0,0.0
799,38.0385415,-78.4590537,R,Parking Structure,1993.0,61000.0,12.0,1.0,1009 COLEMAN ST,0,0.0,0.0
800,38.0187118,-78.50362870000001,R,Office,1993.0,906.0,12.0,1.0,1611 DUBLIN RD,0,0.0,0.0
801,38.018505100000006,-78.5056705,R,Parking Structure,1993.0,100.0,12.0,3.0,704 HIGHLAND AVE,0,0.0,0.0
802,38.039510899999996,-78.51151740000002,R,Retail,1993.0,7898.0,12.0,1.0,102 MINOR RD,0,0.0,0.0
803,38.03950820000001,-78.51191639999998,R,Retail Store,1993.0,1324.0,14.0,1.0,106 MINOR RD,0,0.0,0.0
804,,,R,Office Building,1941.0,1590.0,10.0,1.0,2637 JEFFERSON PARK CIR,0,0.0,0.0
805,,,R,Office,1989.0,1081.0,10.0,1.0,1404 JEFFERSON PARK AVE,0,1.0,1.0
806,,,R,Office,1989.0,1081.0,10.0,1.0,1404 JEFFERSON PARK AVE,0,1.0,1.0
807,38.0316981,-78.50241020000001,R,Office,0.0,474.0,10.0,1.0,1408 JEFFERSON PARK AVE,0,1.0,1.0
808,38.0316981,-78.50241020000001,R,Office,0.0,474.0,10.0,1.0,1408 JEFFERSON PARK AVE,0,1.0,1.0
809,38.0316981,-78.50241020000001,R,Office,0.0,474.0,10.0,1.0,1408 JEFFERSON PARK AVE,0,1.0,1.0
810,38.0618516,-78.4810773,R,Office,1974.0,3236.0,10.0,1.0,1715 KING MOUNTAIN RD,0,0.0,0.0
811,,,R,Office,0.0,1582.0,10.0,1.0,1617 KING MOUNTAIN RD,0,0.0,0.0
812,,,,Condominium Commercial,0.0,2286.0,12.0,1.0,236 HIGH ST,0,0.0,0.0
813,38.0238804,-78.48778109999998,R,Office,0.0,7465.0,12.0,1.0,111 BURNET ST,0,0.0,0.0
815,,,R,Office,0.0,21362.0,12.0,1.0,1307 HARROW RD,0,0.0,0.0
816,38.02713610000001,-78.4945067,I,Condo Common Area,0.0,5400.0,10.0,1.0,708 PINE ST,0,0.0,0.0
817,,,R,Day Care Center,1915.0,2632.0,12.0,2.0,810 FENDALL TER,0,0.0,0.0
818,,,R,Office Building,1925.0,15000.0,12.0,1.0,1865 FENDALL AVE,0,0.0,0.0
819,,,C,Apartments over 20 units,1993.0,40356.0,8.0,3.0,503 MAIN ST,0,0.0,0.0
820,38.0364098,-78.50061029999998,C,Apartments 11-20 Units,1900.0,2720.0,8.0,2.0,16 ELLIEWOOD AVE,0,0.0,0.0
821,,,R,Elementary Sch (Entire),1968.0,42751.0,12.0,1.0,314 14TH ST,0,0.0,0.0
823,,,C,Apartments 1-10 units,1972.0,1884.0,8.0,1.0,1325 HIGH ST,0,0.0,0.0
824,,,C,Retail Store,1920.0,2620.0,12.0,1.0,418 WATER ST,0,0.0,0.0
825,,,R,Condominium Commercial,1916.0,,,,2401 ARLINGTON BLVD,0,0.0,0.0
826,,,R,Office Building,1906.0,13677.0,12.0,3.0,2401 ARLINGTON BLVD,0,0.0,0.0
827,,,R,Office Building,1906.0,1419.0,12.0,1.0,2401 ARLINGTON BLVD,0,0.0,0.0
828,38.05092,-78.50729059999998,R,Retail Store,1927.0,10416.0,12.0,1.0,2401 ARLINGTON BLVD,0,0.0,0.0
829,,,R,Multiple Commercial Use,0.0,24000.0,14.0,2.0,2401 ARLINGTON BLVD,0,0.0,0.0
830,,,R,Condominium Commercial,1963.0,1550.0,14.0,1.0,1029 WERTLAND ST,0,0.0,0.0
831,,,R,Office Building,1950.0,43165.0,12.0,1.0,1029 WERTLAND ST,0,0.0,0.0
832,,,R,Office Building,1967.0,16620.0,12.0,3.0,1029 WERTLAND ST,0,0.0,0.0
833,,,R,Office Building,1967.0,16620.0,12.0,3.0,1029 WERTLAND ST,0,0.0,0.0
834,,,R,Apartments 1-10 units,1951.0,,,,1029 WERTLAND ST,0,0.0,0.0
835,,,R,Apartments 1-10 units,1920.0,7974.0,10.0,3.0,1029 WERTLAND ST,0,0.0,0.0
836,,,R,Church,1973.0,4060.0,12.0,2.0,1029 WERTLAND ST,0,0.0,0.0
837,,,R,Church,1973.0,4955.0,12.0,1.0,1029 WERTLAND ST,0,0.0,0.0
838,,,R,Clubhouse,1968.0,2844.0,12.0,1.0,1029 WERTLAND ST,0,0.0,0.0
839,,,R,Clubhouse,1968.0,1020.0,12.0,1.0,1029 WERTLAND ST,0,0.0,0.0
840,38.0349594,-78.4951866,R,Clubhouse,1968.0,480.0,12.0,1.0,1029 WERTLAND ST,0,0.0,0.0
841,,,R,Retail Store,1900.0,1438.0,12.0,1.0,2301 NORTH BERKSHIRE RD,0,0.0,0.0
842,38.0214981,-78.49912490000001,R,Office Building,1926.0,2246.0,8.0,2.0,834 ROCK CREEK RD,0,0.0,0.0
843,,,R,Apartments 1-10 units,1987.0,888.0,8.0,1.0,206 5TH ST,0,0.0,0.0
844,38.0245956,-78.4830205,C,Office,1910.0,247.0,8.0,1.0,933 2ND ST,0,0.0,0.0
845,,,R,Storage Garage,1950.0,160.0,12.0,1.0,2303 NORTH BERKSHIRE RD,0,0.0,0.0
